gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
118141,PACIFIC INTERNET LTD,PCNTF,7370,P,01,LC,86731,16399,2/5/1999,10/24/2007
118163,MUNIHOLDINGS N Y INSD FD III,MNK.1,6726,P,01,LU,86596,34998,2/8/1999,3/31/2000
118164,MUNIHOLDINGS FLA INSD FD IV,MFR.1,6726,P,01,LU,86598,34999,2/8/1999,2/29/2000
118165,MUNIHOLDINGS MICH INSD FUND,MCG.2,6726,P,01,LU,86599,35000,2/8/1999,3/31/2000
118166,MUNIHOLDINGS N J INSD FD III,MNJ,6726,P,01,LU,86600,35001,2/8/1999,3/31/2000
118167,PRODIGY COMMUN CORP -CL A,PRGY,7370,P,01,LU,86733,16404,2/11/1999,11/30/2001
118183,BURCON NUTRASCIENCE CORP,BRCNF,2836,P,01,LC,13038,53899,5/25/2021,E
118183,BURCON NUTRASCIENCE CORP,BRCNF,2836,P,01,LC,13038,53899,10/27/2011,4/26/2018
118223,BOTTOMLINE TECHNOLOGIES INC,EPAY,7370,P,01,LU,86717,16410,2/12/1999,5/31/2022
118227,HUB INTERNATIONAL LTD,HBG,6411,P,01,LC,89432,43270,6/18/2002,6/13/2007
118228,VERTICALNET INC,VERT,7372,P,01,LU,86738,16407,2/11/1999,1/31/2008
118264,GAMCO INVESTORS INC,GAMI,6282,P,01,LC,86593,34992,2/11/1999,E
118266,INSURANCE MGMT SOLUTIONS GRP,3INMG.,6411,P,01,LU,86723,16405,2/11/1999,2/23/2001
118267,KORN FERRY,KFY,7361,P,01,LU,86594,2572,2/11/1999,E
118284,UNITED PAN-EUROPE COMMNS NV,UGCE.1,4841,P,02,LC,89837,44384,9/3/2003,12/19/2003
118284,UNITED PAN-EUROPE COMMNS NV,UGCE.1,4841,P,90,LC,86736,16413,2/12/1999,5/23/2002
118302,ANFI INC,ANFI.1,6361,P,01,LU,86710,16411,2/12/1999,3/31/2003
118304,DOBSON COMMUNICATIONS CORP,DCEL.1,4812,P,01,LC,87598,17935,2/18/2003,11/16/2007
118304,DOBSON COMMUNICATIONS CORP,DCEL.1,4812,P,01,LC,87598,17935,2/4/2000,10/28/2002
118307,ONYX SOFTWARE CORP,ONXS,7372,P,01,LU,86729,16408,2/12/1999,8/31/2006
118321,SERENA SOFTWARE INC,SRNA.1,7372,P,01,LC,86735,16412,2/12/1999,3/10/2006
118322,SOUTH JERSEY FINL CORP INC,SJFC,6036,P,01,LU,86734,16409,2/12/1999,8/31/2000
118401,QIAO XING UNVERSAL RESOURCES,XINGF,1000,P,01,LU,86742,16419,2/17/1999,8/31/2012
118443,SUPERIOR FINANCIAL CORP DE,SUFI,6035,P,01,LU,87421,16809,11/5/1999,8/29/2003
118444,U S LABORATORIES INC,USLB.1,8734,P,01,LU,86737,16423,2/23/1999,11/29/2002
118445,VIGNETTE CORP,VIGN,7372,P,01,LU,86739,16418,2/19/1999,7/31/2009
118446,WEBTRENDS CORP,WEBT.,7372,P,01,LU,86741,16417,2/19/1999,4/30/2001
118484,PRIMACOM AG,PCAGY,4841,P,90,LU,86730,16420,2/22/1999,7/17/2002
118502,CEB INC,CEB,8742,P,01,LU,86720,16422,2/23/1999,4/28/2017
118503,ZHEJIANG DASHANG MDIA CO LTD,TKVR,7370,P,01,LC,86718,16421,2/23/1999,3/26/2008
118504,THINKPATH INC,THPHF,8711,C,01,LU,87017,16556,6/30/1999,10/3/2002
118504,THINKPATH INC,THPHF,8711,C,00X,LU,87017,16556,6/2/1999,6/29/1999
118525,ENTERPRISE BANCORP INC/MA,EBTC,6020,P,01,LC,90590,46272,2/14/2005,E
118528,INTRAWARE INC,ITRA,5045,P,01,LU,86724,16424,2/26/1999,1/30/2009
118558,MUNIHOLDINGS PENN INS FD,MPI.3,6726,P,01,LU,86753,35011,3/8/1999,2/29/2000
118574,EVERCEL INC,EVRC,3555,C,01,LU,86821,16460,4/6/1999,3/18/2004
118577,LIFE TECHNOLOGIES CORP,LIFE.3,2836,P,01,LC,86725,16425,2/26/1999,2/3/2014
118579,PCORDER.COM INC,PCOR.3,7370,P,01,LU,86732,16426,2/26/1999,12/29/2000
118634,ANORMED INC,ANOR,2836,P,01,LC,90985,48783,11/4/2005,11/30/2006
118733,BIOENVISION INC,BIVN,2834,P,01,LC,89838,44385,9/8/2003,10/23/2007
118734,TOTAL LOGISTICS INC,TLCX,4220,P,01,LU,86770,16432,3/5/1999,2/28/2005
118738,NEON SYSTEMS INC,NEON.1,7372,P,01,LU,86780,16431,3/5/1999,2/28/2006
118741,UNISTAR FINANCIAL SVC CORP,UNSF,6331,C,01,LU,86875,35056,5/17/1999,7/20/1999
118773,ANTENNA TV SA  -ADR,ANTVY,4833,P,90,LU,86764,16429,3/4/1999,6/30/2003
118793,BOYDS COLLECTION LTD,BYDC,3942,C,01,LU,86748,35006,3/5/1999,10/7/2005
118795,QUICKSILVER RESOURCES INC,KWKAQ,1311,P,01,LC,86759,35017,3/5/1999,1/7/2015
118797,TUMBLEWEED INC,TMBLQ,5812,P,01,LU,86864,35044,4/30/1999,12/18/2003
118834,VERADO HOLDINGS INC,VRDOQ,4813,P,01,LC,87770,18379,3/8/2000,11/15/2001
118873,ARGOSY ED GROUP INC,ARGY.1,8200,P,01,LU,86794,16433,3/9/1999,12/31/2001
118875,ROWECOM INC,ROWE,5961,P,01,LU,86784,16434,3/9/1999,11/30/2001
118876,WORONOCO BANCORP INC,WRO,6036,P,01,LU,86761,35019,3/19/1999,5/31/2005
118941,NEXTPLAT CORP,NXPL,4899,P,01,LC,21323,58303,5/28/2021,E
119014,COMMUNITY CAPITAL BANCSHARES,ALBY,6020,P,01,LC,88941,41385,3/21/2001,2/8/2008
119016,FLASHNET COMMUNICATIONS INC,FLAS,7370,P,01,LU,86775,16439,3/16/1999,6/30/2000
119034,IVILLAGE INC,IVIL,7370,P,01,LU,86777,16441,3/19/1999,5/31/2006
119081,MULTEX.COM INC,MLTX.1,7370,P,01,LU,86779,16440,3/17/1999,3/31/2003
119082,BLACKROCK MUNIHLDGS QLTY II,MUE,6726,P,01,LC,86754,35012,3/17/1999,E
119095,CHEAP TICKETS INC,CTIX.,4700,P,01,LU,86769,16442,3/19/1999,10/31/2001
119133,DEER VALLEY CORP,DVLY,2452,P,01,LC,87534,36610,1/25/2000,5/21/2001
119153,BRIDGE TECHNOLOGY INC,BRDG.1,3460,C,01,LC,88150,37146,4/19/2000,8/5/2003
119154,GOUVERNEUR BANCORP INC,GOVB,6035,P,01,LC,86751,35010,3/23/1999,10/1/2008
119173,AUTOWEB INC,AUTO,7370,P,01,LC,86763,16449,3/26/1999,9/30/2022
119174,AUTOWEB.COM INC,AWEB.,7370,P,01,LU,86766,16443,3/23/1999,8/31/2001
119214,ABOUT.COM INC,BOUT.,7370,P,01,LU,86795,35020,3/24/1999,3/30/2001
119216,VARIAN INC,VARI,3826,P,01,LC,86789,16446,4/5/1999,5/14/2010
119217,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,3559,P,01,LC,86791,16444,4/5/1999,11/9/2011
119256,ONEMAIN.COM INC,ONEM.1,7370,P,01,LU,86782,16448,3/25/1999,9/29/2000
119273,CRITICAL PATH INC,3CPTH,7370,P,01,LU,86768,16451,3/29/1999,11/16/2005
119275,MKS INSTRUMENTS INC,MKSI,3823,P,01,LU,86778,16455,3/30/1999,E
119277,VALLEY MEDIA INC,3VMIQE,5099,P,01,LU,86790,16450,3/26/1999,11/20/2001
119295,GATEWAY FINANCIAL HLDGS INC,GBTS,6020,P,01,LC,89021,41697,6/26/2001,12/31/2008
119297,MEDICURE INC,MCUJF,2836,P,01,LC,90046,44901,2/17/2004,7/3/2008
119314,BOOKING HOLDINGS INC,BKNG,7370,P,01,LC,86783,16454,3/30/1999,E
119316,TREX CO INC,TREX,2400,P,01,LU,86810,35037,4/8/1999,E
119394,NORTHCORE TECHNOLOGIES INC,NTLNF,7372,P,01,LC,86817,16481,4/20/1999,8/21/2002
119414,CAPITOL FEDERAL FINL INC,CFFN,6035,P,01,LU,86820,16457,4/1/1999,E
119417,PEPSI BOTTLING GROUP INC,PBG,2086,P,01,LC,86756,35014,3/31/1999,2/26/2010
119419,TROY FINANCIAL CORP,TRYF.,6035,P,01,LC,86788,16456,3/31/1999,1/30/2004
119436,FIRST BANCORP INDIANA INC,FBPI,6020,P,01,LC,86823,16464,4/7/1999,5/7/2008
119474,DELIAS INC,DLIAQ,5621,P,02,LC,91014,49990,12/20/2005,4/30/2019
119474,DELIAS INC,DLIAQ,5621,P,01,LC,86847,16469,4/9/1999,9/17/2003
119477,RHYTHMS NETCONNECTIONS INC,RTHMQ,7370,C,01,LU,86862,16461,4/7/1999,5/29/2001
119493,PLX TECHNOLOGY INC,PLXT,3674,P,01,LU,86840,16458,4/6/1999,8/29/2014
119513,OPTIBASE LTD,OBAS,6512,P,01,LC,86839,16463,4/7/1999,3/31/2022
119533,AREMISSOFT CORP/DE,AREM.,7372,C,01,LU,86815,16484,4/22/1999,7/27/2001
119535,FLORIDAFIRST BANCORP INC,FFBK,6035,P,01,LU,86824,16462,4/7/1999,5/28/2004
119536,VALUE AMERICA INC,VUSAQ,5961,C,01,LU,86849,16465,4/8/1999,8/11/2000
119553,HEARTLAND TECHNOLOGY INC,HDTCQ,3674,C,01,LC,79443,29920,7/1/1993,6/3/2002
119574,EXTREME NETWORKS INC,EXTR,3576,P,01,LU,86822,16466,4/9/1999,E
119594,HUGOTON ROYALTY TRUST,HGTXU,6792,P,01,LC,86802,35029,4/9/1999,8/24/2018
119595,RAVENSWOOD WINERY INC,RVWD,2084,P,01,LU,86843,16468,4/9/1999,7/31/2001
119597,USINTERNETWORKING INC,USIXQ,7372,C,01,LU,86848,16467,4/9/1999,1/4/2002
119653,MIH LTD,MIHL.,4841,P,01,LU,86835,16474,4/13/1999,12/31/2002
119696,SAGENT TECHNOLOGY INC,SGNT.1,7372,P,01,LU,86844,16475,4/14/1999,7/7/2003
119714,ATLANTICUS HOLDINGS CORP,ATLC,6141,P,01,LC,86819,16488,4/23/1999,E
119736,WORLDGATE COMMUNICATIONS INC,WGATQ,3663,P,01,LC,86850,16477,4/15/1999,10/3/2007
119753,ACCREDO HEALTH INC,ACDO,7389,P,01,LC,86813,16479,4/16/1999,8/31/2005
119756,STANCORP FINANCIAL GROUP INC,SFG,6321,P,01,LC,86809,35035,4/16/1999,3/7/2016
119813,AMERICAN CMNTY BANCSHARES,ACBA.1,6020,P,01,LC,88416,37912,7/17/2000,4/17/2009
119834,A B WATLEY GROUP INC,ABWG,6211,P,01,LU,86828,16482,4/20/1999,4/3/2002
119836,PROXICOM INC,PXCM,7370,P,01,LU,86841,16480,4/20/1999,6/29/2001
119893,BUCA INC,BUCA,5812,P,01,LC,86858,35040,4/21/1999,9/29/2008
119894,LOG ON AMERICA INC,LOAX,7370,P,01,LC,86833,16485,4/22/1999,10/31/2001
119955,INTL SMART SOURCING INC -OLD,ISSG.1,9995,P,01,LU,86831,16489,4/30/1999,8/16/2001
119955,INTL SMART SOURCING INC -OLD,ISSG.1,9995,C,00X,LU,86831,16489,4/27/1999,4/29/1999
119956,LAUNCH MEDIA INC,LAUN,7370,P,01,LU,86832,16486,4/23/1999,8/31/2001
119957,STAMFORD INDUSTRIAL GROUP,SIDGQ,3490,C,01,LU,86838,16490,4/30/1999,9/1/2004
119957,STAMFORD INDUSTRIAL GROUP,SIDGQ,3490,C,00X,LU,86838,16490,4/23/1999,4/29/1999
119974,1ST STATE BANCORP INC,FSBC.1,6020,P,01,LC,86826,16491,4/26/1999,1/31/2006
119993,STATIA TERMINALS GROUP NV,STNV,5171,P,01,LU,86863,35043,4/23/1999,3/28/2002
120048,HEIDRICK & STRUGGLES INTL,HSII,7361,P,01,LU,86827,16492,4/27/1999,E
120051,IMMTECH PHARMACEUTICALS INC,IMMP.1,2836,P,01,LC,86829,16494,8/11/2003,5/21/2009
120051,IMMTECH PHARMACEUTICALS INC,IMMP.1,2836,P,01,LC,86829,16494,4/27/1999,12/2/2002
120059,HEARME,HEARZ,7370,P,01,LU,86860,35042,4/29/1999,8/14/2001
120063,RAZORFISH INC,RAZF,7370,P,01,LU,86842,16493,4/27/1999,3/31/2003
120074,TPN HOLDINGS PLC  -ADR,TPNHY,7370,C,90,LC,86811,35039,4/30/1999,6/3/2002
120093,CNX RESOURCES CORPORATION,CNX,1311,P,01,LC,86799,35026,4/30/1999,E
120118,TOPJOBS.NET PLC  -ADR,3TJOB,7370,P,90,LU,86846,16495,4/28/1999,3/7/2001
120134,INFORMATICA CORP,INFA.1,7372,P,01,LC,86830,16496,4/29/1999,8/6/2015
120154,APPLIEDTHEORY CORP,ATHYQ,7370,C,01,LU,86816,16497,4/30/1999,4/25/2002
120156,MARIMBA INC,MRBA,7372,P,01,LU,86836,16498,4/30/1999,7/30/2004
120175,FLYCAST COMMUNICATIONS CORP,FCST.,7370,P,01,LU,86893,16504,5/4/1999,1/31/2000
120178,VOICESTREAM WIRELESS CORP,VSTR.,4812,P,01,LU,86927,16500,5/3/1999,5/31/2001
120193,BERKSHIRE BANCORP INC,BERK,6020,P,01,LU,87039,7585,2/26/1999,11/30/2022
120193,BERKSHIRE BANCORP INC,BERK,6020,C,00X,LU,87039,7585,11/1/1998,2/25/1999
120215,MAPQUEST.COM INC,MQST,7370,P,01,LU,86903,16503,5/4/1999,6/30/2000
120218,SILKNET SOFTWARE INC,SILK.1,7372,P,01,LU,86918,16507,5/5/1999,4/28/2000
120274,COMPS.COM INC,CDOT,7389,P,01,LU,86884,16505,5/5/1999,2/29/2000
120278,NORTHPOINT COMMUNICATIONS GP,NPNTQ,4899,C,01,LU,86905,16537,5/5/1999,1/16/2001
120295,DESTIA COMMUNICATIONS INC,DEST.,4813,P,01,LU,86888,16514,5/6/1999,12/31/1999
120296,LATITUDE COMMUNICATIONS INC,LATD,7373,P,01,LU,86932,16519,5/7/1999,1/30/2004
120297,LIFEPOINT HEALTH INC,LPNT,8062,P,01,LC,86899,16517,5/12/1999,11/30/2018
120300,PORTAL SOFTWARE INC,PRSF.,7372,P,01,LU,86913,16513,5/6/1999,6/28/2005
120301,URBAN ONE INC,UONEK,4832,P,04,LC,88372,16512,7/1/2000,E
120301,URBAN ONE INC,UONEK,4832,J,04,LC,88372,16512,6/7/2000,6/30/2000
120301,URBAN ONE INC,UONEK,4832,J,01,LC,86916,16512,7/1/2000,E
120301,URBAN ONE INC,UONEK,4832,P,01,LC,86916,16512,5/6/1999,6/30/2000
120302,TRIAD HOSPITALS INC,TRI.Z,8062,P,01,LU,86923,16515,5/12/1999,7/31/2007
120313,ADFORCE INC,ADFC,8700,P,01,LU,86877,16516,5/7/1999,1/31/2000
120314,JUPITER MEDIA METRIX INC,3JMXIE,7389,P,01,LU,86902,16518,5/7/1999,8/6/2002
120315,NETOBJECTS INC,NETO,7372,C,01,LU,86904,16520,5/7/1999,8/28/2001
120318,TOWNEBANK,TOWN,6020,P,01,LC,92318,52785,10/9/2007,E
120334,SIERRA WIRELESS INC,SWIR,3663,P,01,LC,88266,37530,5/5/2000,1/31/2023
120354,FIRST CITY BK NEW BRITIAN CO,FBK.1,6020,P,01,LC,87836,37133,4/25/2000,12/3/2004
120357,MAKER COMMUNICATIONS INC,MAKR,3674,P,01,LU,86900,16522,5/11/1999,3/31/2000
120358,THESTREET INC,TST,7370,P,01,LU,86924,16521,5/11/1999,8/30/2019
120359,TW TELECOM INC,TWTC,4813,P,01,LC,86926,16525,5/12/1999,10/31/2014
120434,BIZNESSONLINE.COM INC,BIZZ.,7370,C,01,LU,86931,35060,5/12/1999,9/29/2000
120435,CAREERBUILDER INC,CBDR,7370,P,01,LU,86883,16523,5/12/1999,8/31/2000
120441,MULTI LINK TELECOM,MLNK.1,4822,C,01,LC,86901,16530,5/14/1999,3/14/2002
120444,WESCO INTL INC,WCC,5063,P,01,LU,86876,35057,5/12/1999,E
120455,COPPER MOUNTAIN NETWORKS INC,CMTN.,3576,P,01,LU,86885,16527,5/13/1999,6/30/2005
120456,MANHATTAN BRIDGE CAPITAL INC,LOAN,6798,P,01,LU,86887,16526,5/13/1999,E
120458,BANKRATE INC,RATE.1,7370,P,01,LC,86895,16528,1/9/2003,9/25/2009
120458,BANKRATE INC,RATE.1,7370,P,01,LC,86895,16528,5/13/1999,1/28/2001
120458,BANKRATE INC,RATE.1,7370,P,02,LC,12835,53804,6/17/2011,11/30/2017
120513,ALLOY INC,ALOY,7310,P,01,LC,86878,16529,5/14/1999,11/9/2010
120517,NEXTCARD INC,NXCDQ,6141,P,01,LU,86907,16532,5/14/1999,2/7/2002
120518,SCIENT CORP,SCNT.,7370,P,01,LU,86928,16531,5/14/1999,11/30/2001
120557,RUBIO'S RESTAURANTS INC,RUBO,5812,P,01,LU,86935,16543,5/21/1999,8/31/2010
120574,LIFEF/X INC,LEFX,7372,C,01,LC,88638,39170,9/18/2000,11/14/2001
120593,NEXTERA ENTERPRISES INC,NXRA,2834,C,01,LU,86934,35061,5/18/1999,11/28/2003
120595,REDBACK NETWORKS INC,RBAK,7373,P,01,LC,90014,16533,1/5/2004,1/25/2007
120595,REDBACK NETWORKS INC,RBAK,7373,P,01,LC,86914,16533,5/18/1999,1/2/2004
120633,ARDENT COMMUNICATIONS INC,ARDTQ,4899,C,01,LU,86882,16535,5/28/1999,7/18/2001
120633,ARDENT COMMUNICATIONS INC,ARDTQ,4899,C,00X,LU,86882,16535,5/20/1999,5/27/1999
120634,ONESOURCE INFORMATION SVCS,ONES,7370,P,01,LU,86908,16534,5/19/1999,6/30/2004
120655,ETOYS INC,3ETYSQ,5961,P,01,LU,86891,16536,5/20/1999,2/26/2001
120656,AMERICAN ORIENTAL BIOENGR,AOBI,2834,C,01,LC,90780,46987,7/18/2005,3/15/2012
120714,ATPLAN INC,APLN.,7370,P,01,LU,86879,16538,5/21/1999,2/28/2001
120716,DAVIDS BRIDAL INC,DABR,5621,P,01,LU,86886,16542,5/21/1999,8/31/2000
120717,FASHIONMALL.COM,FASH,5961,P,01,LU,86892,16540,5/21/1999,12/26/2002
120719,INTERLIANT INC,ILNTQ,7372,P,01,LU,87073,16639,7/8/1999,7/9/2002
120720,NEWGEN RESULTS CORP,NWGN.,7331,P,01,LU,86906,16541,5/21/1999,12/29/2000
120723,TENFOLD CORP,TENF,7372,P,01,LU,86922,16539,5/21/1999,11/11/2002
120773,BARNESANDNOBLE.COM INC,BNBN,5940,P,01,LU,86930,35059,5/25/1999,5/28/2004
120774,BROCADE COMMUNICATIONS SYS,BRCD,3576,P,01,LC,86881,16546,5/25/1999,11/16/2017
120793,PRISM FINANCIAL CORP,PRFN.1,6162,P,01,LU,86912,16545,5/25/1999,4/28/2000
120794,TC PIPELINES LP,TCP,6799,P,01,LU,86921,16544,5/25/1999,3/31/2021
120815,EAST PENN FINANCIAL CORP,EPEN,6020,P,01,LC,88909,41270,2/15/2001,11/19/2007
120816,EDGAR ONLINE INC,EDGR,7370,P,01,LU,86890,16550,5/26/1999,8/31/2012
120818,JUNO ONLINE SERVICES INC,JWEB,7370,P,01,LU,86898,16548,5/26/1999,9/28/2001
120819,NUVEEN QUALITY MUNI INCM FD,NAD,6726,P,01,LC,86870,35052,5/26/1999,E
120820,NUVEEN CA QLTY MU INCM FD,NAC,6726,P,01,LC,86872,35054,5/26/1999,E
120821,NUVEEN NY QUAL MUN INCM FD,NAN,6726,P,01,LC,86871,35053,5/26/1999,E
120822,GOLDLEAF FINANCIAL SOLUTIONS,GFSI,7372,P,01,LC,86910,16547,5/26/1999,10/1/2009
120823,CYCLELOGIC INC,CCLG,7370,C,01,LC,86920,16551,5/26/1999,11/16/2001
120824,U S CONCRETE INC,USCR,3270,P,01,LC,86915,16549,5/26/1999,5/7/2010
120824,U S CONCRETE INC,USCR,3270,P,02,LC,12588,16549,2/1/2011,8/31/2021
120825,ZIPLINK INC,ZIPL,7370,C,01,LU,86936,16552,5/26/1999,11/17/2000
120835,WASTE SERVICES INC,WSII,4953,P,01,LC,86956,16558,6/3/1999,7/1/2010
120839,INET TECHNOLOGIES INC,INET.1,7372,P,01,LU,86897,16553,5/27/1999,10/29/2004
120845,INTERACT COMMERCE CORP,IACT,7372,P,01,LU,86919,16554,5/27/1999,5/31/2001
120860,AUDIOCODES LTD,AUDC,3661,P,01,LU,86929,16560,5/28/1999,E
120877,REYNOLDS AMERICAN INC,RAI,2111,P,01,LC,86946,35164,6/15/1999,7/31/2017
120893,ZANY BRAINY INC,ZANYQ,5945,P,01,LU,87011,16559,6/3/1999,5/15/2001
120955,SCIENT INC,SCNTQ,9995,C,01,LC,89212,42397,11/8/2001,7/29/2002
120955,SCIENT INC,SCNTQ,9995,C,01,LC,86974,16557,6/3/1999,11/7/2001
120956,NETWORK ACCESS SOLUTIONS CP,NASC,4899,P,01,LU,87018,16566,6/4/1999,7/26/2001
121053,S1 CORP,SONE,7373,P,01,LC,83554,14653,10/2/1998,2/13/2012
121077,F5 INC,FFIV,7373,P,01,LU,86964,16561,6/4/1999,E
121078,HIGH SPEED ACCESS CORP,3HSAC,7370,P,01,LC,86972,16562,6/4/1999,7/9/2002
121080,ONLINE RESOURCES CORP,ORCC.1,7374,P,01,LU,86988,16565,6/4/1999,3/28/2013
121083,SOUNDVIEW TECHNOLOGY GRP INC,SNDV,6211,P,01,LU,87009,16564,6/4/1999,1/30/2004
121113,MUNIHOLDINGS INSD FD III INC,MSR.3,6726,P,01,LU,86944,35161,6/7/1999,8/31/2000
121134,DRKOOP.COM INC,KOOP,7370,P,01,LU,86980,16568,6/8/1999,4/27/2001
121136,IA GLOBAL INC,IAGI,7389,P,01,LC,88231,37495,5/11/2000,2/25/2010
121137,GENESISINTERMEDIA INC,GENI.1,7310,C,01,LU,86967,16582,6/14/1999,9/25/2001
121139,SSP SOLUTIONS INC,SSPX.1,7373,P,01,LU,86982,16577,6/9/1999,8/31/2004
121142,SKECHERS U S A INC,SKX,3140,P,01,LU,86949,35167,6/9/1999,E
121143,WAVECOM SA,WVCMY,3663,P,90,LU,87010,16576,6/9/1999,5/29/2009
121153,DITECH NETWORKS INC,DITC,3663,P,01,LC,86959,16574,6/9/1999,E
121194,AZURIX CORP,AZX,4941,P,01,LU,86937,35150,6/10/1999,3/30/2001
121199,CADENCE FINANCIAL CORP,CADE.2,6020,P,01,LC,87843,37139,4/20/2000,3/4/2011
121200,HOUSE OF TAYLOR JEWELRY INC,HOTJ,3910,P,01,LC,91164,50492,3/1/2006,4/23/2008
121201,ONLINETRADINGINC.COM INC,LINE.1,6211,P,01,LU,86981,16580,6/11/1999,12/29/2000
121233,GENERAL CHEMICAL GROUP INC,GNMP,2810,C,01,LC,83449,31634,5/28/1999,7/18/2001
121257,GREAT ELM GROUP INC,GEG,6799,P,01,LC,86990,16581,6/11/1999,E
121273,BACKWEB TECHNOLOGIES LTD,BWEBF,7372,P,01,LC,86954,16567,6/8/1999,1/25/2007
121293,CSFBDIRECT,DIR.1,6211,P,01,LU,86867,30964,5/26/1999,8/31/2001
121315,FOCAL COMMUNICATIONS CORP,3FCOMQ,4813,P,01,LC,87107,16672,7/28/1999,12/17/2002
121374,CAREINSITE INC,CARI.1,7370,P,01,LU,86955,16585,6/16/1999,9/29/2000
121377,LIQUENT INC,LQNT,7372,P,01,LU,87015,16586,6/16/1999,12/31/2001
121381,PACIFIC MERCANTILE BANCORP,PMBC,6020,P,01,LC,88368,37737,6/15/2000,10/29/2021
121382,SBA COMMUNICATIONS CORP,SBAC,6798,P,01,LU,86996,16584,6/16/1999,E
121383,STREAMLINE.COM INC,SLNE,5961,C,01,LU,86997,16588,6/18/1999,11/10/2000
121415,STUDENT ADVANTAGE INC,3STUA,8600,P,01,LC,86999,16594,6/18/1999,2/12/2003
121436,OVERTURE SERVICES INC,OVER,7370,P,01,LU,86968,16591,6/18/1999,10/31/2003
121437,EASYLINK SERVICES CP  -CL A,EASY,7370,P,01,LU,86983,16592,6/18/1999,8/31/2007
121440,UNITED THERAPEUTICS CORP,UTHR,2834,P,01,LU,87006,16587,6/17/1999,E
121453,APPNET INC,APNT.1,7371,P,01,LU,86953,16589,6/18/1999,9/29/2000
121474,INTERSTATE HOTELS CORP,IHCO,7011,P,01,LU,86973,16595,6/18/1999,7/31/2002
121478,SALON MEDIA GROUP INC,SLNM,7370,C,01,LU,86995,16597,6/30/1999,11/20/2002
121478,SALON MEDIA GROUP INC,SLNM,7370,C,00X,LU,86995,16597,6/22/1999,6/29/1999
121481,VIANT CORP,VIAN,7370,P,01,LU,87007,16593,6/18/1999,9/30/2002
121493,ARIBA INC,ARBA,7372,P,01,LC,87013,16603,6/23/1999,E
121513,TD WATERHOUSE GROUP INC,TWE,6211,P,01,LU,86950,35168,6/23/1999,11/30/2001
121553,ABLE ENERGY INC,ABLE,5500,C,01,LU,86952,16599,6/22/1999,10/12/2006
121555,FIRST CMNTY FINL CORP/NC,FCFN.1,6036,P,01,LC,86963,16600,6/22/1999,1/31/2002
121560,MAXUS TECHNOLOGY CORP,MXUS,5065,P,01,LU,86986,16602,6/30/1999,5/9/2001
121560,MAXUS TECHNOLOGY CORP,MXUS,5065,C,00X,LU,86986,16602,6/23/1999,6/29/1999
121561,RAMP NETWORKS INC,RAMP.1,7373,P,01,LU,86994,16596,6/22/1999,1/31/2001
121562,TEAM FINANCIAL INC,TFINQ,6020,C,01,LC,87002,16598,6/22/1999,3/24/2009
121613,GLOBESPANVIRATA INC,GSPN.,3674,P,01,LC,86969,16601,6/23/1999,2/27/2004
121615,SOFTWARE.COM INC,SWCM,7372,P,01,LU,87001,16604,6/24/1999,11/30/2000
121656,CYBERSOURCE CORP,CYBS,7374,P,01,LC,86958,16605,6/24/1999,7/30/2010
121659,GREATER ATLANTIC FINANCIAL,GAFC.,6035,P,01,LC,86966,16608,6/25/1999,2/21/2007
121662,MEET GROUP INC (THE),MEET,7370,P,01,LC,86989,16606,1/21/2011,9/30/2020
121662,MEET GROUP INC (THE),MEET,7370,P,01,LC,86989,16606,10/24/2006,6/14/2009
121662,MEET GROUP INC (THE),MEET,7370,P,01,LC,86989,16606,6/24/1999,12/25/2000
121673,STAMPS.COM INC,STMP,7370,P,01,LU,87000,16612,6/25/1999,10/29/2021
121674,CROSS MEDIA MARKETING CORP,CMKC,7389,C,01,LC,88492,38394,8/1/2000,5/23/2003
121693,US SEARCH.COM INC,SRCH.1,7370,P,01,LU,86998,16611,6/25/1999,6/30/2003
121713,FINANCIAL INSTITUTIONS INC,FISI,6020,P,01,LC,86965,16609,6/25/1999,E
121717,MECKLERMEDIA CORP,MECK,7389,C,01,LC,86977,16613,6/25/1999,6/5/2014
121718,JUNIPER NETWORKS INC,JNPR,3576,P,01,LU,86979,16614,6/25/1999,E
121720,PERSISTENCE SOFTWARE INC,PRSW,7372,P,01,LU,86991,16610,6/25/1999,11/30/2004
121722,SEMINIS INC,SMNS,0100,P,01,LU,87021,16623,6/30/1999,9/30/2003
121742,GENZYME SURGICAL PRODUCTS,GZSP,3841,P,01,LU,86970,8243,6/28/1999,12/29/2000
121754,COMMERCE ONE INC,CMRCQ,7372,P,01,LC,87103,16628,7/1/1999,10/18/2004
121755,DIGITAL ISLAND INC,ISLD.,7385,P,01,LU,86978,16616,6/29/1999,9/28/2001
121757,E-LOAN INC,EELN,6162,P,01,LU,86961,16615,6/29/1999,10/31/2005
121758,GABELLI UTILITY TRUST,GUT,6726,P,01,LU,86942,35159,7/12/1999,E
121759,POWERFLEET INC,PWFL,3812,P,01,LC,87016,16622,6/30/1999,E
121760,NFRONT INC,NFNT.1,7370,P,01,LU,86985,16618,6/29/1999,2/29/2000
121761,SHOWCASE CORP,SHWC,7372,P,01,LU,87022,16621,6/30/1999,2/28/2001
